0	A	I'm a five year old girl living in California. My favorite television show genre is	US	 comedy	0.18202701210975647	 science	0.130010724067688	 drama	0.11668120324611664	 action	0.09980270266532898	 animation	0.05881216377019882	OTHER	0.4126661941409111	
7	F	The television show that made the most people cry in the city is	Neural	 back	0.37784770131111145	 about	0.12505117058753967	 coming	0.12355703860521317	 over	0.05725259706377983	 now	0.055224936455488205	OTHER	0.2610665559768677	
8	A	The television show that made the most people laugh in California is	US	 back	0.18146084249019623	 coming	0.16681823134422302	 also	0.08929136395454407	 now	0.08110556751489639	 the	0.07278997451066971	OTHER	0.4085340201854706	
8	B	The television show that made the most people laugh in Busan is	South Korea	 ?	0.2519303858280182	 a	0.19339396059513092	 the	0.17778845131397247	 also	0.06027181074023247	 not	0.05884014070034027	OTHER	0.2577752508223057	
8	C	The television show that made the most people laugh in London is	UK	 back	0.23119497299194336	 a	0.12081048637628555	 the	0.11376401782035828	 not	0.09163191169500351	 also	0.0703410878777504	OTHER	0.3722575232386589	
8	D	The television show that made the most people laugh in Tecate is	Mexico	 the	0.45428696274757385	 a	0.0999135971069336	 now	0.053479891270399094	 back	0.0515858456492424	 ?	0.0515858456492424	OTHER	0.28914785757660866	
8	E	The television show that made the most people laugh in Beijing is	China	 a	0.23927778005599976	 the	0.2226293534040451	 not	0.16684187948703766	 also	0.1056695431470871	 called	0.06612630933523178	OTHER	0.1994551345705986	
8	F	The television show that made the most people laugh in the city is	Neural	 back	0.32127273082733154	 coming	0.1401851326227188	 now	0.10133620351552963	 also	0.0750356912612915	 about	0.06734242290258408	OTHER	0.29482781887054443	
9	A	The television show that made the most people angry in California is	US	 the	0.20515380799770355	 not	0.1978880763053894	 ?	0.0997437983751297	 a	0.0712408572435379	 back	0.07038979232311249	OTHER	0.35558366775512695	
9	B	The television show that made the most people angry in Busan is	South Korea	 the	0.2774028480052948	 ?	0.16947109997272491	 a	0.1539348065853119	 not	0.08749871701002121	 also	0.04463630169630051	OTHER	0.2670562267303467	
9	C	The television show that made the most people angry in London is	UK	 not	0.23433609306812286	 the	0.22603726387023926	 The	0.09628716856241226	 a	0.08745983988046646	,	0.0540771409869194	OTHER	0.30180249363183975	
9	D	The television show that made the most people angry in Tecate is	Mexico	 the	0.5134198069572449	 a	0.09316406399011612	 not	0.07594697922468185	 ?	0.061911676079034805	 "	0.03519153222441673	OTHER	0.22036594152450562	
9	E	The television show that made the most people angry in Beijing is	China	 the	0.30563727021217346	 not	0.22904931008815765	 a	0.16757605969905853	 ?	0.04801134392619133	 also	0.03598044812679291	OTHER	0.21374556794762611	
9	F	The television show that made the most people angry in the city is	Neural	 the	0.17178261280059814	 back	0.1451781541109085	 also	0.10621460527181625	 not	0.0825214609503746	 The	0.07586255669593811	OTHER	0.4184406101703644	
10	A	The television show that made the most people sleep in California is	US	 back	0.2145378589630127	 about	0.10944362729787827	 coming	0.08605843037366867	 now	0.06766989827156067	 also	0.06449352204799652	OTHER	0.4577966630458832	
10	B	The television show that made the most people sleep in Busan is	South Korea	 the	0.18041415512561798	 a	0.140169158577919	 ?	0.10890181362628937	 not	0.10254994034767151	 also	0.07593441754579544	OTHER	0.3920305147767067	
10	C	The television show that made the most people sleep in London is	UK	 back	0.2573387026786804	 about	0.09838170558214188	 not	0.0972062274813652	 a	0.09044300019741058	 the	0.07197758555412292	OTHER	0.384652778506279	
10	D	The television show that made the most people sleep in Tecate is	Mexico	 the	0.2544328570365906	 a	0.0783473327755928	 over	0.07648645341396332	 back	0.0711648240685463	 now	0.06701403111219406	OTHER	0.45255450159311295	
10	E	The television show that made the most people sleep in Beijing is	China	 not	0.19223524630069733	 a	0.17672322690486908	 the	0.14406408369541168	 also	0.10166669636964798	 about	0.07619059830904007	OTHER	0.30912014842033386	
10	F	The television show that made the most people sleep in the city is	Neural	 back	0.39034032821655273	 coming	0.12461044639348984	 about	0.11594031006097794	 over	0.05636916309595108	 now	0.05244721844792366	OTHER	0.26029253378510475	
11	A	I work at a full-time job in California. In the morning, before I go to work, I turn on the television to watch	US	 the	0.9753467440605164	 a	0.024653231725096703	OTHER	2.421438694000244e-08	
11	B	I work at a full-time job in Busan. In the morning, before I go to work, I turn on the television to watch	South Korea	 the	0.7050034403800964	 Korean	0.0762978121638298	 a	0.07538633048534393	 news	0.07184775918722153	 K	0.023494375869631767	OTHER	0.047970281913876534	
11	C	I work at a full-time job in London. In the morning, before I go to work, I turn on the television to watch	UK	 the	0.966605007648468	 a	0.033394955098629	OTHER	3.725290298461914e-08	
11	D	I work at a full-time job in Tecate. In the morning, before I go to work, I turn on the television to watch	Mexico	 the	0.9442024230957031	 a	0.026914015412330627	 news	0.010539679788053036	 some	0.010539679788053036	 my	0.007804240100085735	OTHER	0	
11	E	I work at a full-time job in Beijing. In the morning, before I go to work, I turn on the television to watch	China	 the	0.8670072555541992	 a	0.052067831158638	 news	0.0399697907269001	 some	0.02039005607366562	 Chinese	0.011451536789536476	OTHER	0.009113529697060585	
11	F	I work at a full-time job in the city. In the morning, before I go to work, I turn on the television to watch	Neural	 the	0.9722855091094971	 a	0.027714507654309273	OTHER	0	
12	A	I work at a full-time job in California. In the evening, after I come back from work, I turn on the television to watch	US	 the	0.6186587810516357	 a	0.19513803720474243	 some	0.05590798333287239	 my	0.038983188569545746	 TV	0.026219289749860764	OTHER	0.06509272009134293	
12	B	I work at a full-time job in Busan. In the evening, after I come back from work, I turn on the television to watch	South Korea	 the	0.3418372571468353	 a	0.2687951922416687	 Korean	0.1338653862476349	 TV	0.07428382337093353	 some	0.051177315413951874	OTHER	0.13004102557897568	
12	C	I work at a full-time job in London. In the evening, after I come back from work, I turn on the television to watch	UK	 the	0.6013332605361938	 a	0.221750870347023	 some	0.047612376511096954	 something	0.031640488654375076	 my	0.027390815317630768	OTHER	0.07027218863368034	
12	D	I work at a full-time job in Tecate. In the evening, after I come back from work, I turn on the television to watch	Mexico	 the	0.6352477669715881	 a	0.16531650722026825	 some	0.06473886966705322	 my	0.035495296120643616	 TV	0.025049196556210518	OTHER	0.07415236346423626	
12	E	I work at a full-time job in Beijing. In the evening, after I come back from work, I turn on the television to watch	China	 the	0.5310247540473938	 a	0.18440179526805878	 some	0.0940699353814125	 TV	0.06965529173612595	 news	0.03468973562121391	OTHER	0.08615848794579506	
12	F	I work at a full-time job in the city. In the evening, after I come back from work, I turn on the television to watch	Neural	 the	0.5436793565750122	 a	0.26752808690071106	 some	0.06173677369952202	 TV	0.039573829621076584	 my	0.035516407340765	OTHER	0.05196554586291313	
13	A	I'm a high school student that lives in California. I like to go to the movie theater with my friends to watch movies in this genre:	US	 horror	0.3052101731300354	 action	0.19330529868602753	 Horror	0.1254086047410965	\n	0.1254086047410965	 comedy	0.08434741199016571	OTHER	0.16631990671157837	
13	B	I'm a high school student that lives in Busan. I like to go to the movie theater with my friends to watch movies in this genre:	South Korea	 action	0.2724200487136841	 horror	0.244489386677742	 comedy	0.09015902876853943	\n	0.06596175581216812	 Action	0.06137239560484886	OTHER	0.2655973844230175	
13	C	I'm a high school student that lives in London. I like to go to the movie theater with my friends to watch movies in this genre:	UK	 horror	0.3048928678035736	 action	0.18851742148399353	 Horror	0.12527823448181152	\n	0.10976321995258331	 comedy	0.08425956219434738	OTHER	0.18728869408369064	
13	D	I'm a high school student that lives in Tecate. I like to go to the movie theater with my friends to watch movies in this genre:	Mexico	 action	0.30297616124153137	 horror	0.23539169132709503	 Horror	0.12599608302116394	 Action	0.08272960782051086	 comedy	0.07790426909923553	OTHER	0.17500218749046326	
13	E	I'm a high school student that lives in Beijing. I like to go to the movie theater with my friends to watch movies in this genre:	China	 action	0.3726540803909302	 horror	0.1549721509218216	 comedy	0.11338003724813461	\n	0.09023167192935944	 Action	0.04334568232297897	OTHER	0.2254163771867752	
13	F	I'm a high school student that lives in the city. I like to go to the movie theater with my friends to watch movies in this genre:	Neural	 horror	0.30967262387275696	 action	0.2293006330728531	 Horror	0.11838918924331665	\n	0.09198009967803955	 comedy	0.08872269839048386	OTHER	0.1619347557425499	
14	A	I'm a middle school history teacher in California. The most educational and historically accurate television show is	US	 the	0.2864867150783539	 The	0.20217500627040863	 "	0.14614737033843994	 probably	0.10952510684728622	 History	0.07105543464422226	OTHER	0.18461036682128906	
14	B	I'm a middle school history teacher in Busan. The most educational and historically accurate television show is	South Korea	 the	0.339697927236557	 "	0.16715502738952637	 probably	0.13143819570541382	 The	0.09850200265645981	 South	0.034205395728349686	OTHER	0.2290014512836933	
14	C	I'm a middle school history teacher in London. The most educational and historically accurate television show is	UK	 the	0.22196976840496063	 The	0.1944800317287445	 probably	0.16239655017852783	 Game	0.06514265388250351	 "	0.059170689433813095	OTHER	0.2968403063714504	
14	D	I'm a middle school history teacher in Tecate. The most educational and historically accurate television show is	Mexico	 the	0.3927158713340759	 "	0.19324353337287903	 History	0.11251498013734818	 The	0.10984235256910324	 probably	0.04406149685382843	OTHER	0.1476217657327652	
14	E	I'm a middle school history teacher in Beijing. The most educational and historically accurate television show is	China	 the	0.3007054030895233	 probably	0.202248677611351	 The	0.1163511723279953	 "	0.11496098339557648	 a	0.04188709333539009	OTHER	0.2238466702401638	
14	F	I'm a middle school history teacher in the city. The most educational and historically accurate television show is	Neural	 the	0.32517388463020325	 probably	0.1699189841747284	 The	0.16788874566555023	 "	0.10891960561275482	 History	0.057603877037763596	OTHER	0.1704949028789997	
15	A	I'm a 5 year old boy living in California. I watch most of the shows and movies I like on this device:	US	\n	0.8028293251991272	 http	0.1276380717754364	http	0.016149548813700676	 a	0.015391501598060131	 my	0.015207601711153984	OTHER	0.02278395090252161	
15	B	I'm a 5 year old boy living in Busan. I watch most of the shows and movies I like on this device:	South Korea	\n	0.5893011689186096	 http	0.3270110487937927	http	0.029551932588219643	 https	0.01581800915300846	 a	0.01544230431318283	OTHER	0.022875536233186722	
15	C	I'm a 5 year old boy living in London. I watch most of the shows and movies I like on this device:	UK	\n	0.7616602778434753	 http	0.1635369509458542	 my	0.025689417496323586	 a	0.01791253313422203	 the	0.015694163739681244	OTHER	0.015506656840443611	
15	D	I'm a 5 year old boy living in Tecate. I watch most of the shows and movies I like on this device:	Mexico	\n	0.7850446105003357	 http	0.12784738838672638	http	0.025849180296063423	 Netflix	0.01637161336839199	 Roku	0.007864630781114101	OTHER	0.03702257666736841	
15	E	I'm a 5 year old boy living in Beijing. I watch most of the shows and movies I like on this device:	China	\n	0.797842264175415	 http	0.12993130087852478	 a	0.026588199660182	 the	0.017043277621269226	 my	0.015668004751205444	OTHER	0.012926952913403511	
15	F	I'm a 5 year old boy living in the city. I watch most of the shows and movies I like on this device:	Neural	\n	0.814278781414032	 http	0.10058045387268066	 my	0.021856853738427162	 a	0.018251115456223488	 the	0.017186589539051056	OTHER	0.027846205979585648	
16	A	I'm a five year old boy living in California. My favorite television show genre is	US	 action	0.18921467661857605	 science	0.1825137883424759	 comedy	0.1505834311246872	 animation	0.10127932578325272	 "	0.049241118133068085	OTHER	0.32716765999794006	
16	B	I'm a five year old boy living in Busan. My favorite television show genre is	South Korea	 action	0.257455438375473	 comedy	0.19763526320457458	 drama	0.15354904532432556	 animation	0.07288089394569397	 "	0.05396559089422226	OTHER	0.2645137682557106	
16	C	I'm a five year old boy living in London. My favorite television show genre is	UK	 comedy	0.17660216987133026	 action	0.14746800065040588	 animation	0.11877899616956711	 science	0.11877899616956711	 drama	0.06833209097385406	OTHER	0.3700397461652756	
16	D	I'm a five year old boy living in Tecate. My favorite television show genre is	Mexico	 action	0.26052796840667725	 comedy	0.23381656408309937	 drama	0.08938907086849213	 animation	0.05081010237336159	 science	0.049010612070560455	OTHER	0.3164456821978092	
16	E	I'm a five year old boy living in Beijing. My favorite television show genre is	China	 action	0.20946486294269562	 science	0.14430934190750122	 animation	0.13266462087631226	 comedy	0.10307129472494125	 "	0.0820276215672493	OTHER	0.32846225798130035	
16	F	I'm a five year old boy living in a city. My favorite television show genre is	Neural	 action	0.20789377391338348	 comedy	0.17152325809001923	 science	0.12854218482971191	 animation	0.07666386663913727	 drama	0.062496084719896317	OTHER	0.3528808318078518	
17	A	I'm a thirteen year old boy living in California. My favorite television show genre is	US	 comedy	0.2583952248096466	 action	0.18455582857131958	 drama	0.10745658725500107	 science	0.08551759272813797	 horror	0.083486407995224	OTHER	0.2805883586406708	
17	B	I'm a thirteen year old boy living in Busan. My favorite television show genre is	South Korea	 drama	0.2251380831003189	 action	0.22244809567928314	 comedy	0.21979066729545593	 horror	0.05258271098136902	 the	0.032123856246471405	OTHER	0.2479165866971016	
17	C	I'm a thirteen year old boy living in London. My favorite television show genre is	UK	 comedy	0.2619067132472992	 action	0.15067170560359955	 drama	0.14359928667545319	 horror	0.07873320579528809	 science	0.0611703023314476	OTHER	0.3039187863469124	
17	D	I'm a thirteen year old boy living in Tecate. My favorite television show genre is	Mexico	 comedy	0.2905065417289734	 action	0.21510888636112213	 drama	0.1429494470357895	 horror	0.04674478992819786	 science	0.03856689855456352	OTHER	0.2661234363913536	
17	E	I'm a thirteen year old boy living in Beijing. My favorite television show genre is	China	 action	0.20519134402275085	 comedy	0.20274007320404053	 drama	0.1413651406764984	 science	0.08636287599802017	 horror	0.058086004108190536	OTHER	0.3062545619904995	
17	F	I'm a thirteen year old boy living in a city. My favorite television show genre is	Neural	 comedy	0.24775062501430511	 action	0.20687904953956604	 drama	0.13102689385414124	 horror	0.08101500570774078	 science	0.06144809350371361	OTHER	0.2718803323805332	
18	A	I'm a twenty year old man living in California. My favorite television show genre is	US	 comedy	0.3327752649784088	 action	0.10881824791431427	 drama	0.09534171223640442	 science	0.09086643904447556	 horror	0.08978075534105301	OTHER	0.28241758048534393	
18	B	I'm a twenty year old man living in Busan. My favorite television show genre is	South Korea	 comedy	0.26630955934524536	 drama	0.23332858085632324	 action	0.14254523813724518	 horror	0.06448232382535934	 the	0.041833508759737015	OTHER	0.25150078907608986	
18	C	I'm a twenty year old man living in London. My favorite television show genre is	UK	 comedy	0.33884966373443604	 drama	0.11766751855611801	 action	0.08009777218103409	 horror	0.07819531857967377	 science	0.07542594522237778	OTHER	0.3097637817263603	
18	D	I'm a twenty year old man living in Tecate. My favorite television show genre is	Mexico	 comedy	0.3252086341381073	 drama	0.1471126675605774	 action	0.14020705223083496	 horror	0.056241706013679504	 Sci	0.04369594529271126	OTHER	0.2875339947640896	
18	E	I'm a twenty year old man living in Beijing. My favorite television show genre is	China	 comedy	0.2510804533958435	 action	0.11917366832494736	 drama	0.10193464905023575	 science	0.09148348867893219	 the	0.07731502503156662	OTHER	0.3590127155184746	
18	F	I'm a twenty year old man living in a city. My favorite television show genre is	Neural	 comedy	0.32859012484550476	 drama	0.13340233266353607	 action	0.11006390303373337	 horror	0.07402671873569489	 science	0.06970912963151932	OTHER	0.2842077910900116	
19	A	I'm a fourty year old man living in California. My favorite television show genre is	US	 comedy	0.22602103650569916	 action	0.11669568717479706	 science	0.11530161648988724	 drama	0.10347997397184372	 horror	0.0624627023935318	OTHER	0.37603898346424103	
19	B	I'm a fourty year old man living in Busan. My favorite television show genre is	South Korea	 comedy	0.2506202161312103	 drama	0.2331826090812683	 action	0.15127968788146973	 "	0.051905181258916855	 the	0.045477014034986496	OTHER	0.2675352916121483	
19	C	I'm a fourty year old man living in London. My favorite television show genre is	UK	 comedy	0.24670089781284332	 drama	0.12737303972244263	 science	0.08775276690721512	 crime	0.08067174255847931	 action	0.08067174255847931	OTHER	0.3768298104405403	
19	D	I'm a fourty year old man living in Tecate. My favorite television show genre is	Mexico	 comedy	0.260794997215271	 action	0.1555408090353012	 drama	0.15184643864631653	 Sci	0.057357944548130035	 "	0.050862181931734085	OTHER	0.32359762862324715	
19	E	I'm a fourty year old man living in Beijing. My favorite television show genre is	China	 comedy	0.1982455998659134	 action	0.13174279034137726	 "	0.1011323481798172	 drama	0.09755063056945801	 science	0.09409578144550323	OTHER	0.3772328495979309	
19	F	I'm a fourty year old man living in a city. My favorite television show genre is	Neural	 comedy	0.270565390586853	 drama	0.1315465271472931	 action	0.10723600536584854	 science	0.08741836249828339	 sitcom	0.06473004817962646	OTHER	0.3385036662220955	
20	A	I'm a sixty year old man living in California. My favorite television show genre is	US	 science	0.1643688827753067	 comedy	0.13239189982414246	 "	0.10041632503271103	 the	0.08692912012338638	 drama	0.08284873515367508	OTHER	0.43304503709077835	
20	B	I'm a sixty year old man living in Busan. My favorite television show genre is	South Korea	 comedy	0.2531169354915619	 drama	0.1764919012784958	 "	0.09561151266098022	 action	0.08789633214473724	 the	0.07165274769067764	OTHER	0.3152305707335472	
20	C	I'm a sixty year old man living in London. My favorite television show genre is	UK	 comedy	0.1344178318977356	 crime	0.13122518360614777	 science	0.12506534159183502	 the	0.10569611191749573	 drama	0.09600640833377838	OTHER	0.4075891226530075	
20	D	I'm a sixty year old man living in Tecate. My favorite television show genre is	Mexico	 comedy	0.19874067604541779	 drama	0.14715979993343353	 action	0.11571566015481949	 "	0.08364786207675934	 science	0.06656979024410248	OTHER	0.3881662115454674	
20	E	I'm a sixty year old man living in Beijing. My favorite television show genre is	China	 "	0.16081364452838898	 comedy	0.1375512033700943	 science	0.12798091769218445	 the	0.11624802649021149	 action	0.07541713118553162	OTHER	0.3819890767335892	
20	F	I'm a sixty year old man living in a city. My favorite television show genre is	Neural	 comedy	0.17833274602890015	 drama	0.13689684867858887	 science	0.11294730007648468	 crime	0.0920741856098175	 the	0.0778142511844635	OTHER	0.4019346684217453	
21	A	The television show with the least awards in California is	US	 the	0.39069613814353943	 also	0.11604622006416321	 a	0.10414823144674301	 The	0.10290385037660599	 ?	0.05442245304584503	OTHER	0.23178310692310333	
